Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
"Korea, Rep.",KOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,4.55324
"Korea, Rep.",KOR,Gini index (World Bank estimate),SI.POV.GINI,..
"Korea, Rep.",KOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27492.576254672
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,164.508404519151
Kosovo,XKX,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Kosovo,XKX,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Kosovo,XKX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Kosovo,XKX,Gini index (World Bank estimate),SI.POV.GINI,29
Kosovo,XKX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4133.71697684387
Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,227.614983164983
Kuwait,KWT,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Kuwait,KWT,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Kuwait,KWT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.08118
Kuwait,KWT,Gini index (World Bank estimate),SI.POV.GINI,..
Kuwait,KWT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,33359.427780449
Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,32.3159541188738
Kyrgyz Republic,KGZ,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Kyrgyz Republic,KGZ,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Kyrgyz Republic,KGZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.10707
Kyrgyz Republic,KGZ,Gini index (World Bank estimate),SI.POV.GINI,27.3
Kyrgyz Republic,KGZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1072.49369441286
Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,30.125801559792
Lao PDR,LAO,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,73
Lao PDR,LAO,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,73
Lao PDR,LAO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Lao PDR,LAO,Gini index (World Bank estimate),SI.POV.GINI,..
Lao PDR,LAO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1706.79323265232
Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,31.2358957864265
Latvia,LVA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Latvia,LVA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Latvia,LVA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.51012
Latvia,LVA,Gini index (World Bank estimate),SI.POV.GINI,35.6
Latvia,LVA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,15429.7034595086
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,665.872238514174
Lebanon,LBN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Lebanon,LBN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Lebanon,LBN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Lebanon,LBN,Gini index (World Bank estimate),SI.POV.GINI,..
Lebanon,LBN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6370.88908197727
Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,68.8870882740448
Lesotho,LSO,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Lesotho,LSO,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Lesotho,LSO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Lesotho,LSO,Gini index (World Bank estimate),SI.POV.GINI,44.9
Lesotho,LSO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1391.93653128651
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,48.8188122923588
Liberia,LBR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Liberia,LBR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Liberia,LBR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Liberia,LBR,Gini index (World Bank estimate),SI.POV.GINI,..
Liberia,LBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,548.010538342081
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,3.74002523386794
Libya,LBY,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Libya,LBY,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Libya,LBY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Libya,LBY,Gini index (World Bank estimate),SI.POV.GINI,..
Libya,LBY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7085.81214934763
Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,236.25
Liechtenstein,LIE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Liechtenstein,LIE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Liechtenstein,LIE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Liechtenstein,LIE,Gini index (World Bank estimate),SI.POV.GINI,..
Liechtenstein,LIE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,45.151861559541
Lithuania,LTU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Lithuania,LTU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Lithuania,LTU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.89808
Lithuania,LTU,Gini index (World Bank estimate),SI.POV.GINI,37.3
Lithuania,LTU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,16855.421404482
Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,245.405761316872
Luxembourg,LUX,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Luxembourg,LUX,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Luxembourg,LUX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.30327
Luxembourg,LUX,Gini index (World Bank estimate),SI.POV.GINI,34.9
Luxembourg,LUX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,109452.960045415
"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,20479.7699938293
"Macao SAR, China",MAC,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Macao SAR, China",MAC,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Macao SAR, China",MAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.1715
"Macao SAR, China",MAC,Gini index (World Bank estimate),SI.POV.GINI,..
"Macao SAR, China",MAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,56423.2850551249
Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,43.9507390855964
Madagascar,MDG,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Madagascar,MDG,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Madagascar,MDG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.01465
Madagascar,MDG,Gini index (World Bank estimate),SI.POV.GINI,..
Madagascar,MDG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,481.383147878006
Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,187.423207467119
Malawi,MWI,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Malawi,MWI,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Malawi,MWI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Malawi,MWI,Gini index (World Bank estimate),SI.POV.GINI,..
Malawi,MWI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,512.645612270701
Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,94.6736508902755
Malaysia,MYS,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Malaysia,MYS,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Malaysia,MYS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Malaysia,MYS,Gini index (World Bank estimate),SI.POV.GINI,..
Malaysia,MYS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11728.9802877446
Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,1654.67333333333
Maldives,MDV,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,99.1
Maldives,MDV,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,98.5
Maldives,MDV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Maldives,MDV,Gini index (World Bank estimate),SI.POV.GINI,..
Maldives,MDV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7807.7039970218
Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,15.1717306321147
Mali,MLI,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Mali,MLI,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Mali,MLI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.29175
Mali,MLI,Gini index (World Bank estimate),SI.POV.GINI,..
Mali,MLI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,766.480325993156
Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,1462.496875
Malta,MLT,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Malta,MLT,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Malta,MLT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.58275
Malta,MLT,Gini index (World Bank estimate),SI.POV.GINI,29.2
Malta,MLT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27750.6767647128
Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,322.544444444444
Marshall Islands,MHL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,82
Marshall Islands,MHL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,85
Marshall Islands,MHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Marshall Islands,MHL,Gini index (World Bank estimate),SI.POV.GINI,..
Marshall Islands,MHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2977.79656642921
Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,4.15501503832347
Mauritania,MRT,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Mauritania,MRT,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Mauritania,MRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Mauritania,MRT,Gini index (World Bank estimate),SI.POV.GINI,..
Mauritania,MRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1715.61075228775
Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,622.962068965517
Mauritius,MUS,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Mauritius,MUS,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Mauritius,MUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.36636
Mauritius,MUS,Gini index (World Bank estimate),SI.POV.GINI,36.8
Mauritius,MUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10199.4793607429
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,64.1875171686515
Mexico,MEX,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Mexico,MEX,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Mexico,MEX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.32829
Mexico,MEX,Gini index (World Bank estimate),SI.POV.GINI,..
Mexico,MEX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10301.357884657
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,159.227142857143
"Micronesia, Fed. Sts.",FSM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Micronesia, Fed. Sts.",FSM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Micronesia, Fed. Sts.",FSM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Micronesia, Fed. Sts.",FSM,Gini index (World Bank estimate),SI.POV.GINI,..
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2751.7123957501
Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,95.9751280175567
Moldova,MDA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Moldova,MDA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Moldova,MDA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.25374
Moldova,MDA,Gini index (World Bank estimate),SI.POV.GINI,25.9
Moldova,MDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3321.62208137665
Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,19196
Monaco,MCO,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Monaco,MCO,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Monaco,MCO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Monaco,MCO,Gini index (World Bank estimate),SI.POV.GINI,..
Monaco,MCO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,186185.105236886
Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2.00428628440485
Mongolia,MNG,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Mongolia,MNG,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Mongolia,MNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.13475
Mongolia,MNG,Gini index (World Bank estimate),SI.POV.GINI,..
Mongolia,MNG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3997.48587363243
Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,46.2730855018587
Montenegro,MNE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Montenegro,MNE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Montenegro,MNE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.34898
Montenegro,MNE,Gini index (World Bank estimate),SI.POV.GINI,..
Montenegro,MNE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7845.36812579149
Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,79.7250593771006
Morocco,MAR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Morocco,MAR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Morocco,MAR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Morocco,MAR,Gini index (World Bank estimate),SI.POV.GINI,..
Morocco,MAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3305.41921976678
Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,36.4315051247489
Mozambique,MOZ,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Mozambique,MOZ,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Mozambique,MOZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Mozambique,MOZ,Gini index (World Bank estimate),SI.POV.GINI,..
Mozambique,MOZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,588.741021995279
Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,81.7397271390948
Myanmar,MMR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Myanmar,MMR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Myanmar,MMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.03186
Myanmar,MMR,Gini index (World Bank estimate),SI.POV.GINI,30.7
Myanmar,MMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1482.6626633658
Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,2.91829489001445
Namibia,NAM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Namibia,NAM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Namibia,NAM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Namibia,NAM,Gini index (World Bank estimate),SI.POV.GINI,..
Namibia,NAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6013.29344053503
Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,643.8
Nauru,NRU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Nauru,NRU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Nauru,NRU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Nauru,NRU,Gini index (World Bank estimate),SI.POV.GINI,..
Nauru,NRU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7572.79176776378
Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,192.724966864318
Nepal,NPL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Nepal,NPL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Nepal,NPL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Nepal,NPL,Gini index (World Bank estimate),SI.POV.GINI,..
Nepal,NPL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,779.203968661492
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,508.497951914515
Netherlands,NLD,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Netherlands,NLD,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.98308
Netherlands,NLD,Gini index (World Bank estimate),SI.POV.GINI,28.5
Netherlands,NLD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,53942.0850857826
New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,15.3364332603939
New Caledonia,NCL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
New Caledonia,NCL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
New Caledonia,NCL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
New Caledonia,NCL,Gini index (World Bank estimate),SI.POV.GINI,..
New Caledonia,NCL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,18.2062967604724
New Zealand,NZL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
New Zealand,NZL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
New Zealand,NZL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.3657
New Zealand,NZL,Gini index (World Bank estimate),SI.POV.GINI,..
New Zealand,NZL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,37725.1211840437
Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,53.0567974073459
Nicaragua,NIC,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Nicaragua,NIC,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Nicaragua,NIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Nicaragua,NIC,Gini index (World Bank estimate),SI.POV.GINI,..
Nicaragua,NIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1957.86957338844
Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,17.0541343648851
Niger,NER,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Niger,NER,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Niger,NER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Niger,NER,Gini index (World Bank estimate),SI.POV.GINI,..
Niger,NER,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,532.089279756722
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,209.573559735169
Nigeria,NGA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,47
Nigeria,NGA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,47
Nigeria,NGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Nigeria,NGA,Gini index (World Bank estimate),SI.POV.GINI,..
Nigeria,NGA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2412.36712511876
North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,82.5533703409992
North Macedonia,MKD,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
North Macedonia,MKD,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
North Macedonia,MKD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.35525
North Macedonia,MKD,Gini index (World Bank estimate),SI.POV.GINI,34.2
North Macedonia,MKD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5300.81493522933
Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,122.960869565217
Northern Mariana Islands,MNP,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Northern Mariana Islands,MNP,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Northern Mariana Islands,MNP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Northern Mariana Islands,MNP,Gini index (World Bank estimate),SI.POV.GINI,..
Northern Mariana Islands,MNP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,23239.6992851692
Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,14.4525759458847
Norway,NOR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Norway,NOR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Norway,NOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.09343
Norway,NOR,Gini index (World Bank estimate),SI.POV.GINI,27
Norway,NOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,91549.0378687312
Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,15.075718901454
Oman,OMN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Oman,OMN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Oman,OMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.2276
Oman,OMN,Gini index (World Bank estimate),SI.POV.GINI,..
Oman,OMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,15630.4935508586
Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,269.687481838937
Pakistan,PAK,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Pakistan,PAK,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Pakistan,PAK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.23597
Pakistan,PAK,Gini index (World Bank estimate),SI.POV.GINI,..
Pakistan,PAK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1155.36336715957
Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,38.7130434782609
Palau,PLW,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Palau,PLW,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Palau,PLW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Palau,PLW,Gini index (World Bank estimate),SI.POV.GINI,..
Palau,PLW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12121.644682649
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,55.2430858218994
Panama,PAN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Panama,PAN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Panama,PAN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.14699
Panama,PAN,Gini index (World Bank estimate),SI.POV.GINI,49.9
Panama,PAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11530.0712587088
Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,18.6327540520249
Papua New Guinea,PNG,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Papua New Guinea,PNG,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Papua New Guinea,PNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Papua New Guinea,PNG,Gini index (World Bank estimate),SI.POV.GINI,..
Papua New Guinea,PNG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2485.5292656727
Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,17.2843241882708
Paraguay,PRY,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,69
Paraguay,PRY,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,69
Paraguay,PRY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.14883
Paraguay,PRY,Gini index (World Bank estimate),SI.POV.GINI,48.8
Paraguay,PRY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5272.57579010939
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,24.56585703125
Peru,PER,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Peru,PER,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Peru,PER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.12101
Peru,PER,Gini index (World Bank estimate),SI.POV.GINI,43.3
Peru,PER,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6314.29143772856
Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,352.72919475467
Philippines,PHL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,91.2
Philippines,PHL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,92.3
Philippines,PHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Philippines,PHL,Gini index (World Bank estimate),SI.POV.GINI,..
Philippines,PHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3042.68677972991
Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,124.0237303635
Poland,POL,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,100
Poland,POL,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,100
Poland,POL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.03445
Poland,POL,Gini index (World Bank estimate),SI.POV.GINI,29.7
Poland,POL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,15845.2485992973
